id,score,sym,name,ensemblgene,species,pr_value_norm,is_tf
31,17.88927,ACACA,acetyl-CoA carboxylase alpha,,human,ACC1,False
597,17.85968,BCL2A1,BCL2 related protein A1,ENSG00000140379,human,ACC1,False
107476,14.989224,Acaca,acetyl-Coenzyme A carboxylase alpha,ENSMUSG00000020532,mouse,ACC1,False
107741,93.40951,Ril2,radiation-induced leukemia sensitivity 2,,mouse,RIL2,False
151888,17.595062,BTLA,B and T lymphocyte associated,ENSG00000186265,human,CD272,False
5133,18.223583,PDCD1,programmed cell death 1,,human,CD279,False
5027,17.572899,P2RX7,purinergic receptor P2X 7,ENSG00000089041,human,P2X7,False
10892,85.71602,MALT1,MALT1 paracaspase,ENSG00000172175,human,MALT1,False
240354,70.42474,Malt1,MALT1 paracaspase,ENSMUSG00000032688,mouse,MALT1,False
10892,16.755655,MALT1,MALT1 paracaspase,ENSG00000172175,human,PARACASPASE,False
240354,13.818085,Malt1,MALT1 paracaspase,ENSMUSG00000032688,mouse,PARACASPASE,False
3998,7.921807,LMAN1,"lectin, mannose binding 1",ENSG00000074695,human,LECTIN,False
27248,7.884781,ERLEC1,endoplasmic reticulum lectin 1,ENSG00000068912,human,LECTIN,False
4153,7.8729863,MBL2,mannose binding lectin 2,ENSG00000165471,human,LECTIN,False
10960,7.861528,LMAN2,"lectin, mannose binding 2",ENSG00000169223,human,LECTIN,False
10956,7.857653,OS9,OS9 endoplasmic reticulum lectin,ENSG00000135506,human,LECTIN,False
81562,7.1575117,LMAN2L,"lectin, mannose binding 2 like",ENSG00000114988,human,LECTIN,False
79748,7.1426196,LMAN1L,"lectin, mannose binding 1 like",ENSG00000140506,human,LECTIN,False
160365,7.1223397,CLECL1,C-type lectin like 1,ENSG00000184293,human,LECTIN,False
66890,6.625746,Lman2,"lectin, mannose-binding 2",ENSMUSG00000021484,mouse,LECTIN,False
216551,6.5955415,Lgalsl,"lectin, galactoside binding-like",ENSMUSG00000042363,mouse,LECTIN,False
3479,86.39048,IGF1,insulin like growth factor 1,ENSG00000017427,human,IGF1,False
16000,71.94741,Igf1,insulin-like growth factor 1,ENSMUSG00000020053,mouse,IGF1,False
57060,18.77057,PCBP4,poly(rC) binding protein 4,ENSG00000090097,human,CBP,False
55824,17.544924,PAG1,phosphoprotein membrane anchor with glycosphingolipid microdomains 1,ENSG00000076641,human,CBP,False
1387,17.513277,CREBBP,CREB binding protein,ENSG00000005339,human,CBP,False
1977,17.294247,EIF4E,eukaryotic translation initiation factor 4E,ENSG00000151247,human,CBP,False
5956,16.893995,OPN1LW,"opsin 1, long wave sensitive",ENSG00000102076,human,CBP,False
227929,14.533803,Cytip,cytohesin 1 interacting protein,ENSMUSG00000026832,mouse,CBP,False
12914,14.488845,Crebbp,CREB binding protein,ENSMUSG00000022521,mouse,CBP,False
94212,14.169157,Pag1,phosphoprotein associated with glycosphingolipid microdomains 1,ENSMUSG00000027508,mouse,CBP,False
4435,6.487506,CITED1,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1,ENSG00000125931,human,CBP,False
163732,6.4748983,CITED4,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4,ENSG00000179862,human,CBP,False
2033,18.273571,EP300,E1A binding protein p300,ENSG00000100393,human,P300,False
328572,14.6902685,Ep300,E1A binding protein p300,ENSMUSG00000055024,mouse,P300,False
4435,6.274138,CITED1,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1,ENSG00000125931,human,P300,False
163732,6.2257404,CITED4,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4,ENSG00000179862,human,P300,False
10370,6.221892,CITED2,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2,ENSG00000164442,human,P300,False
56222,5.2621803,Cited4,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4",ENSMUSG00000070803,mouse,P300,False
12705,5.229143,Cited1,Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1,ENSMUSG00000051159,mouse,P300,False
17684,5.218361,Cited2,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2",ENSMUSG00000039910,mouse,P300,False
100416794,3.324997,Gm18256,E1A binding protein p300 pseudogene,,mouse,P300,False
100418447,1.929023,Gm13316,"TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor pseudogene",,mouse,P300,False
9407,18.300545,TMPRSS11D,transmembrane serine protease 11D,ENSG00000153802,human,HAT,False
7070,17.54862,THY1,Thy-1 cell surface antigen,ENSG00000154096,human,CD90,False
21838,14.98235,Thy1,"thymus cell antigen 1, theta",ENSMUSG00000032011,mouse,CD90,False
5027,88.719505,P2RX7,purinergic receptor P2X 7,ENSG00000089041,human,P2RX7,False
18439,74.38682,P2rx7,"purinergic receptor P2X, ligand-gated ion channel, 7",ENSMUSG00000029468,mouse,P2RX7,False
210998,15.757062,Fam91a1,"family with sequence similarity 91, member A1",,mouse,SKIN,False
18988,15.336062,Pou2f3,"POU domain, class 2, transcription factor 3",ENSMUSG00000032015,mouse,SKIN,False
103985,11.622626,Skn1,skin antigen 1,,mouse,SKIN,False
109666,11.418459,Skn2,skin antigen 2,,mouse,SKIN,False
100526823,11.041791,TST2,Tuberculin skin test reactivity QTL,,human,SKIN,False
112175,10.414783,Skts4,skin tumor susceptibility 4,,mouse,SKIN,False
100035679,10.321343,Skts15,skin tumor susceptibility 15,,mouse,SKIN,False
112201,10.321343,Skts5,skin tumor susceptibility 5,,mouse,SKIN,False
112184,10.312568,Skts6,skin tumor susceptibility 6,,mouse,SKIN,False
109427,10.29863,Skts3,skin tumor susceptibility 3,,mouse,SKIN,False
5805,19.562351,PTS,6-pyruvoyltetrahydropterin synthase,ENSG00000150787,human,PTPS,False
19286,15.74009,Pts,6-pyruvoyl-tetrahydropterin synthase,ENSMUSG00000032067,mouse,PTPS,False
5967,17.569183,REG1A,regenerating family member 1 alpha,ENSG00000115386,human,PTP,False
5250,17.11432,SLC25A3,solute carrier family 25 member 3,ENSG00000075415,human,PTP,False
10076,16.8438,PTPRU,"protein tyrosine phosphatase, receptor type U",ENSG00000060656,human,PTP,False
19693,15.341013,Reg2,regenerating islet-derived 2,ENSMUSG00000023140,mouse,PTP,False
19692,15.3262205,Reg1,regenerating islet-derived 1,ENSMUSG00000059654,mouse,PTP,False
18674,14.735444,Slc25a3,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 3",ENSMUSG00000061904,mouse,PTP,False
19280,14.353947,Ptprs,"protein tyrosine phosphatase, receptor type, S",ENSMUSG00000013236,mouse,PTP,False
19273,14.127057,Ptpru,"protein tyrosine phosphatase, receptor type, U",ENSMUSG00000028909,mouse,PTP,False
15144,9.923388,Hc13,"heterochromatin, Chr 13",,mouse,CHR,False
15148,9.923388,Hc17,"heterochromatin, Chr 17",,mouse,CHR,False
15154,9.842058,Hc5,"heterochromatin, Chr 5",,mouse,CHR,False
15153,9.838498,Hc4,"heterochromatin, Chr 4",,mouse,CHR,False
16259,9.838498,In(17)2t,"inversion, Chr 17",,mouse,CHR,False
15150,9.8258705,Hc19,"heterochromatin, Chr 19",,mouse,CHR,False
15156,9.8258705,Hc7,"heterochromatin, Chr 7",,mouse,CHR,False
15158,9.8258705,Hc9,"heterochromatin, Chr 9",,mouse,CHR,False
15180,9.8258705,Hcx,"heterochromatin, Chr X",,mouse,CHR,False
16261,9.8258705,In(17)4t,"inversion, Chr 17",,mouse,CHR,False
5292,90.38366,PIM1,"Pim-1 proto-oncogene, serine/threonine kinase",ENSG00000137193,human,PIM1,False
18712,76.04145,Pim1,proviral integration site 1,ENSMUSG00000024014,mouse,PIM1,False
9361,17.55253,LONP1,"lon peptidase 1, mitochondrial",ENSG00000196365,human,PIM1,False
3673,87.04115,ITGA2,integrin subunit alpha 2,ENSG00000164171,human,ITGA2,False
16398,73.058716,Itga2,integrin alpha 2,ENSMUSG00000015533,mouse,ITGA2,False
3689,86.02326,ITGB2,integrin subunit beta 2,ENSG00000160255,human,ITGB2,False
16414,72.148544,Itgb2,integrin beta 2,ENSMUSG00000000290,mouse,ITGB2,False
100505746,17.608055,ITGB2-AS1,ITGB2 antisense RNA 1,ENSG00000227039,human,ITGB2,False
7454,12.700342,WAS,Wiskott-Aldrich syndrome,ENSG00000015285,human,WISKOTT,False
8976,11.262911,WASL,Wiskott-Aldrich syndrome like,ENSG00000106299,human,WISKOTT,False
22376,10.534321,Was,Wiskott-Aldrich syndrome,ENSMUSG00000031165,mouse,WISKOTT,False
73178,8.511428,Wasl,Wiskott-Aldrich syndrome-like (human),ENSMUSG00000029684,mouse,WISKOTT,False
9235,96.27328,IL32,interleukin 32,ENSG00000008517,human,IL32,False
5551,88.076515,PRF1,perforin 1,ENSG00000180644,human,PRF1,False
18646,73.90304,Prf1,perforin 1 (pore forming protein),ENSMUSG00000037202,mouse,PRF1,False
55893,17.273682,ZNF395,zinc finger protein 395,ENSG00000186918,human,PRF1,True
1394,17.578232,CRHR1,corticotropin releasing hormone receptor 1,,human,CRF1,False
5594,17.07179,MAPK1,mitogen-activated protein kinase 1,ENSG00000100030,human,P41,False
112131,11.567604,Aaiq1,aromatase activity QTL 1,,mouse,AROMATASE,False
112132,11.180822,Aaiq2,aromatase activity QTL 2,,mouse,AROMATASE,False
109413,11.143791,Aaiq3,aromatase activity QTL 3,,mouse,AROMATASE,False
109414,11.143791,Aaiq4,aromatase activity QTL 4,,mouse,AROMATASE,False
29126,17.898739,CD274,CD274 molecule,ENSG00000120217,human,B7H1,False
60533,15.309058,Cd274,CD274 antigen,ENSMUSG00000016496,mouse,B7H1,False
546644,89.9858,Ly6g,"lymphocyte antigen 6 complex, locus G",ENSMUSG00000022582,mouse,LY6G,False
4360,18.267458,MRC1,mannose receptor C-type 1,ENSG00000260314,human,CD206,False
17533,15.72977,Mrc1,"mannose receptor, C type 1",ENSMUSG00000026712,mouse,CD206,False
10963,84.6537,STIP1,stress induced phosphoprotein 1,ENSG00000168439,human,STIP1,False
20867,72.717155,Stip1,stress-induced phosphoprotein 1,ENSMUSG00000024966,mouse,STIP1,False
58523,14.998422,Elp2,elongator acetyltransferase complex subunit 2,ENSMUSG00000024271,mouse,STIP1,False
10273,9.256619,STUB1,STIP1 homology and U-box containing protein 1,ENSG00000103266,human,STIP1,False
56424,8.002831,Stub1,STIP1 homology and U-Box containing protein 1,ENSMUSG00000039615,mouse,STIP1,False
100418002,2.7951343,Gm18941,STIP1 homology and U-Box containing protein 1 pseudogene,,mouse,STIP1,False
391465,2.1860576,LOC391465,"STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase pseudogene",,human,STIP1,False
4791,88.442696,NFKB2,nuclear factor kappa B subunit 2,ENSG00000077150,human,NFKB2,True
18034,74.17774,Nfkb2,"nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100",ENSMUSG00000025225,mouse,NFKB2,False
6490,18.287664,PMEL,premelanosome protein,ENSG00000185664,human,P100,False
1523,18.265736,CUX1,cut like homeobox 1,ENSG00000257923,human,P100,True
22974,17.616297,TPX2,TPX2 microtubule nucleation factor,ENSG00000088325,human,P100,False
84164,17.584728,ASCC2,activating signal cointegrator 1 complex subunit 2,ENSG00000100325,human,P100,False
4940,17.584728,OAS3,2'-5'-oligoadenylate synthetase 3,ENSG00000111331,human,P100,False
9733,17.55712,SART3,"spliceosome associated factor 3, U4/U6 recycling protein",ENSG00000075856,human,P100,False
4791,16.044506,NFKB2,nuclear factor kappa B subunit 2,ENSG00000077150,human,P100,True
27044,16.044506,SND1,staphylococcal nuclease and tudor domain containing 1,ENSG00000197157,human,P100,False
72119,13.456682,Tpx2,"TPX2, microtubule-associated",ENSMUSG00000027469,mouse,P100,False
18034,5.920723,Nfkb2,"nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100",ENSMUSG00000025225,mouse,P100,False
5480,7.8898,PPIC,peptidylprolyl isomerase C,ENSG00000168938,human,ISOMERASE,False
10105,7.8829207,PPIF,peptidylprolyl isomerase F,ENSG00000108179,human,ISOMERASE,False
81888,7.8807616,HYI,hydroxypyruvate isomerase (putative),ENSG00000178922,human,ISOMERASE,False
10465,7.8807616,PPIH,peptidylprolyl isomerase H,ENSG00000171960,human,ISOMERASE,False
9360,7.8542724,PPIG,peptidylprolyl isomerase G,ENSG00000138398,human,ISOMERASE,False
7167,7.8542724,TPI1,triosephosphate isomerase 1,ENSG00000111669,human,ISOMERASE,False
4351,7.8527784,MPI,mannose phosphate isomerase,ENSG00000178802,human,ISOMERASE,False
10450,7.851141,PPIE,peptidylprolyl isomerase E,ENSG00000084072,human,ISOMERASE,False
5479,7.8441224,PPIB,peptidylprolyl isomerase B,ENSG00000166794,human,ISOMERASE,False
5478,7.839681,PPIA,peptidylprolyl isomerase A,ENSG00000196262,human,ISOMERASE,False
959,18.247652,CD40LG,CD40 ligand,ENSG00000102245,human,GP39,False
1116,17.55712,CHI3L1,chitinase 3 like 1,ENSG00000133048,human,GP39,False
21947,15.362539,Cd40lg,CD40 ligand,ENSMUSG00000031132,mouse,GP39,False
12654,15.296912,Chil1,chitinase-like 1,ENSMUSG00000064246,mouse,GP39,False
21939,15.011332,Cd40,CD40 antigen,ENSMUSG00000017652,mouse,GP39,False
15139,87.94289,Hc,hemolytic complement,ENSMUSG00000026874,mouse,HC,False
6947,17.306927,TCN1,transcobalamin 1,ENSG00000134827,human,HC,False
1213,17.306927,CLTC,clathrin heavy chain,ENSG00000141367,human,HC,False
67300,12.203808,Cltc,"clathrin, heavy polypeptide (Hc)",ENSMUSG00000047126,mouse,HC,False
5327,17.587698,PLAT,"plasminogen activator, tissue type",ENSG00000104368,human,TPA,False
112229,15.305777,Psl1,promotion susceptibility QTL 1,,mouse,TPA,False
18791,14.949426,Plat,"plasminogen activator, tissue",ENSMUSG00000031538,mouse,TPA,False
194064,14.276951,LOC194064,plasmin inhibitor alpha 2,,mouse,PLASMIN,False
608,18.760159,TNFRSF17,TNF receptor superfamily member 17,ENSG00000048462,human,BCMA,False
21935,15.757062,Tnfrsf17,"tumor necrosis factor receptor superfamily, member 17",ENSMUSG00000022496,mouse,BCMA,False
15568,6.307969,Elavl1,"ELAV (embryonic lethal, abnormal vision)-like 1 (Hu antigen R)",ENSMUSG00000040028,mouse,HU,False
9429,89.883835,ABCG2,ATP binding cassette subfamily G member 2 (Junior blood group),ENSG00000118777,human,ABCG2,False
26357,73.09807,Abcg2,ATP binding cassette subfamily G member 2 (Junior blood group),ENSMUSG00000029802,mouse,ABCG2,False
65057,85.604996,ACD,ACD shelterin complex subunit and telomerase recruitment factor,ENSG00000102977,human,ACD,False
497652,74.31081,Acd,adrenocortical dysplasia,ENSMUSG00000038000,mouse,ACD,False
5763,92.7704,PTMS,parathymosin,ENSG00000159335,human,PTMS,False
69202,75.30324,Ptms,parathymosin,ENSMUSG00000030122,mouse,PTMS,False
110614,11.28937,Mrv6,mouse AIDS virus-related proviral gene 6,,mouse,AIDS,False
12285,90.15842,cac,recessive cataract,,mouse,CAC,False
788,17.51532,SLC25A20,solute carrier family 25 member 20,ENSG00000178537,human,CAC,False
760,16.74792,CA2,carbonic anhydrase 2,ENSG00000104267,human,CAC,False
12892,15.323025,Cpox,coproporphyrinogen oxidase,ENSMUSG00000022742,mouse,CAC,False
57279,14.739293,Slc25a20,"solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20",ENSMUSG00000032602,mouse,CAC,False
64177,14.6902685,Trpv6,"transient receptor potential cation channel, subfamily V, member 6",ENSMUSG00000029868,mouse,CAC,False
107985749,9.375553,TRNAV-CAC,transfer RNA valine (anticodon CAC),,human,CAC,False
107985612,9.37309,TRNAV-CAC,transfer RNA valine (anticodon CAC),,human,CAC,False
107985608,9.36936,TRNAV-CAC,transfer RNA valine (anticodon CAC),,human,CAC,False
107985614,9.361157,TRNAV-CAC,transfer RNA valine (anticodon CAC),,human,CAC,False
54368,15.3210945,Gp9,glycoprotein 9 (platelet),ENSMUSG00000030054,mouse,CD42,False
6403,17.858116,SELP,selectin P,ENSG00000174175,human,CD62P,False
20344,15.362539,Selp,"selectin, platelet",ENSMUSG00000026580,mouse,CD62P,False
967,88.612595,CD63,CD63 molecule,ENSG00000135404,human,CD63,False
12512,73.4786,Cd63,CD63 antigen,ENSMUSG00000025351,mouse,CD63,False
626721,4.4927363,Cd63-ps,"CD63 antigen, pseudogene",,mouse,CD63,False
ENSMUSG00000085939,4.4807057,Cd63-ps,"CD63 antigen, pseudogene",ENSMUSG00000085939,mouse,CD63,False
90204,91.22338,ZSWIM1,zinc finger SWIM-type containing 1,ENSG00000168612,human,ZSWIM1,False
71971,74.81287,Zswim1,zinc finger SWIM-type containing 1,ENSMUSG00000017764,mouse,ZSWIM1,False
4593,87.242485,MUSK,muscle associated receptor tyrosine kinase,ENSG00000030304,human,MUSK,False
18198,71.56517,Musk,"muscle, skeletal, receptor tyrosine kinase",ENSMUSG00000057280,mouse,MUSK,False
836,12.238784,CASP3,caspase 3,ENSG00000164305,human,CASPASE,False
841,12.218303,CASP8,caspase 8,ENSG00000064012,human,CASPASE,False
835,12.202081,CASP2,caspase 2,ENSG00000106144,human,CASPASE,False
838,12.163927,CASP5,caspase 5,ENSG00000137757,human,CASPASE,False
834,12.163927,CASP1,caspase 1,ENSG00000137752,human,CASPASE,False
839,12.163927,CASP6,caspase 6,ENSG00000138794,human,CASPASE,False
842,12.154015,CASP9,caspase 9,ENSG00000132906,human,CASPASE,False
23581,12.128252,CASP14,caspase 14,ENSG00000105141,human,CASPASE,False
837,12.128252,CASP4,caspase 4,ENSG00000196954,human,CASPASE,False
843,12.128252,CASP10,caspase 10,ENSG00000003400,human,CASPASE,False
6687,18.281046,SPG7,"SPG7 matrix AAA peptidase subunit, paraplegin",ENSG00000197912,human,PGN,False
234847,15.772468,Spg7,"SPG7, paraplegin matrix AAA peptidase subunit",ENSMUSG00000000738,mouse,PGN,False
653639,5.7650867,LYPLA2P1,LYPLA2 pseudogene 1,,human,APT,False
29116,18.261307,MYLIP,myosin regulatory light chain interacting protein,ENSG00000007944,human,MIR,False
22877,17.563122,MLXIP,MLX interacting protein,,human,MIR,False
220972,17.504776,MARCH8,membrane associated ring-CH-type finger 8,,human,MIR,False
735281,16.400257,Mir297b,microRNA 297b,,mouse,MIR,False
751537,15.3251295,Mir497,microRNA 497,,mouse,MIR,False
751557,14.525862,Mir615,microRNA 615,,mouse,MIR,False
208104,14.525862,Mlxip,MLX interacting protein,ENSMUSG00000038342,mouse,MIR,False
71779,14.52139,March8,membrane-associated ring finger (C3HC4) 8,ENSMUSG00000025702,mouse,MIR,False
218203,14.52139,Mylip,myosin regulatory light chain interacting protein,ENSMUSG00000038175,mouse,MIR,False
ENSG00000272920,11.333837,hsa-mir-1253,hsa-mir-1253,ENSG00000272920,human,MIR,False
3290,18.223583,HSD11B1,hydroxysteroid 11-beta dehydrogenase 1,ENSG00000117594,human,HDL,False
100035926,14.3633,Hdlq34,HDL QTL 34,,mouse,HDL,False
492965,14.3633,Hdlq14,HDL QTL 14,,mouse,HDL,False
492970,14.3633,Hdlq21,HDL QTL 21,,mouse,HDL,False
492973,14.3633,Hdlq25,HDL QTL 25,,mouse,HDL,False
100035283,14.176578,Hdlq45,HDL QTL 45,,mouse,HDL,False
100034794,14.176578,Hdlq12,HDL QTL 12,,mouse,HDL,False
100034912,14.176578,Hdlq32,HDL QTL 32,,mouse,HDL,False
100035019,14.176578,Hdl36,HDL level 36,,mouse,HDL,False
492972,14.130347,Hdlq24,HDL QTL 24,,mouse,HDL,False
3897,90.01683,L1CAM,L1 cell adhesion molecule,ENSG00000198910,human,L1CAM,False
16728,74.57986,L1cam,L1 cell adhesion molecule,ENSMUSG00000031391,mouse,L1CAM,False
5967,17.851303,REG1A,regenerating family member 1 alpha,ENSG00000115386,human,REG,False
110086,11.706034,Tcpm1,T cell phenotype modifier 1,,mouse,PHENOTYPE,False
100036206,10.597605,Tapr,T cell and airway phenotype regulator,,mouse,PHENOTYPE,False
6319,86.02268,SCD,stearoyl-CoA desaturase,ENSG00000099194,human,SCD,False
20249,14.306131,Scd1,stearoyl-Coenzyme A desaturase 1,ENSMUSG00000037071,mouse,SCD,False
291,18.278809,SLC25A4,solute carrier family 25 member 4,ENSG00000151729,human,ANT,False
293,17.88394,SLC25A6,solute carrier family 25 member 6,ENSG00000169100,human,ANT,False
4879,17.884811,NPPB,natriuretic peptide B,ENSG00000120937,human,BNP,False
18158,14.350287,Nppb,natriuretic peptide type B,ENSMUSG00000029019,mouse,BNP,False
2099,16.91501,ESR1,estrogen receptor 1,ENSG00000091831,human,ESR,True
109755,15.309578,Es5r,esterase 5 regulator,,mouse,ESR,False
13982,14.341708,Esr1,estrogen receptor 1 (alpha),ENSMUSG00000019768,mouse,ESR,False
1024,86.41517,CDK8,cyclin dependent kinase 8,ENSG00000132964,human,CDK8,False
264064,74.14863,Cdk8,cyclin-dependent kinase 8,ENSMUSG00000029635,mouse,CDK8,False
10111,86.899956,RAD50,RAD50 double strand break repair protein,ENSG00000113522,human,RAD50,False
19360,72.92546,Rad50,RAD50 double strand break repair protein,ENSMUSG00000020380,mouse,RAD50,False
60561,13.070241,RINT1,RAD50 interactor 1,ENSG00000135249,human,RAD50,False
72772,10.823749,Rint1,RAD50 interactor 1,ENSMUSG00000028999,mouse,RAD50,False
100189042,10.151675,TRA-AGC6-1,tRNA-Ala (AGC) 6-1,,human,ALA,False
100189156,10.151675,TRA-AGC9-1,tRNA-Ala (AGC) 9-1,,human,ALA,False
100189358,10.151675,TRA-AGC14-1,tRNA-Ala (AGC) 14-1,,human,ALA,False
100189047,10.0716305,TRA-AGC5-1,tRNA-Ala (AGC) 5-1,,human,ALA,False
100189346,10.0716305,TRA-AGC1-1,tRNA-Ala (AGC) 1-1,,human,ALA,False
100009604,10.064349,TRA-AGC8-1,tRNA-Ala (AGC) 8-1,,human,ALA,False
100189246,10.064349,TRA-AGC19-1,tRNA-Ala (AGC) 19-1,,human,ALA,False
100189295,10.064349,TRA-AGC2-2,tRNA-Ala (AGC) 2-2,,human,ALA,False
100189369,10.064349,TRA-AGC12-1,tRNA-Ala (AGC) 12-1,,human,ALA,False
100189066,10.046494,TRA-TGC5-1,tRNA-Ala (TGC) 5-1,,human,ALA,False
5286,18.297733,PIK3C2A,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,ENSG00000011405,human,CPK,False
12879,14.95114,Cys1,cystin 1,ENSMUSG00000062563,mouse,CPK,False
3105,17.927336,HLA-A,"major histocompatibility complex, class I, A",,human,HLAA,False
5468,86.68394,PPARG,peroxisome proliferator activated receptor gamma,ENSG00000132170,human,PPARG,True
19016,72.31056,Pparg,peroxisome proliferator activated receptor gamma,ENSMUSG00000000440,mouse,PPARG,False
133522,13.084515,PPARGC1B,PPARG coactivator 1 beta,ENSG00000155846,human,PPARG,False
10891,12.841682,PPARGC1A,PPARG coactivator 1 alpha,ENSG00000109819,human,PPARG,False
101929371,10.806507,PARAL1,PPARG activating RBM14 associated lncRNA 1,,human,PPARG,False
ENSG00000243961,10.634587,PARAL1,PPARG activating RBM14 associated lncRNA 1,ENSG00000243961,human,PPARG,False
228642,8.919332,Paral1,PPARG activating RBM14 associated lncRNA 1,,mouse,PPARG,False
7029,18.797754,TFDP2,transcription factor Dp-2,ENSG00000114126,human,DP2,True
11251,17.08238,PTGDR2,prostaglandin D2 receptor 2,ENSG00000183134,human,DP2,False
324,17.08238,APC,APC regulator of WNT signaling pathway,ENSG00000134982,human,DP2,False
3720,88.02785,JARID2,jumonji and AT-rich interaction domain containing 2,ENSG00000008083,human,JARID2,False
16468,73.854256,Jarid2,"jumonji, AT rich interactive domain 2",ENSMUSG00000038518,mouse,JARID2,False
100506681,17.614046,JARID2-AS1,JARID2 antisense RNA 1,,human,JARID2,False
ENSG00000235488,17.59408,JARID2-AS1,JARID2 antisense RNA 1,ENSG00000235488,human,JARID2,False
467,86.36833,ATF3,activating transcription factor 3,ENSG00000162772,human,ATF3,True
11910,72.4689,Atf3,activating transcription factor 3,ENSMUSG00000026628,mouse,ATF3,False
104073,93.3166,Up,umbrous-patterned,,mouse,UP,False
7378,18.291273,UPP1,uridine phosphorylase 1,ENSG00000183696,human,UP,False
22271,15.782143,Upp1,uridine phosphorylase 1,ENSMUSG00000020407,mouse,UP,False
10525,11.077537,HYOU1,hypoxia up-regulated 1,,human,UP,False
55000,10.82775,TUG1,taurine up-regulated 1,ENSG00000253352,human,UP,False
12282,9.279824,Hyou1,hypoxia up-regulated 1,ENSMUSG00000032115,mouse,UP,False
574028,9.171258,CLLU1,chronic lymphocytic leukemia up-regulated 1,ENSG00000257127,human,UP,False
30811,9.162021,HUNK,hormonally up-regulated Neu-associated kinase,ENSG00000142149,human,UP,False
139728,9.030303,PNCK,pregnancy up-regulated nonubiquitous CaM kinase,ENSG00000130822,human,UP,False
101056219,8.45347,Urml,up-regulated in Myc liver,,mouse,UP,False
356,17.875322,FASLG,Fas ligand,ENSG00000117560,human,CD95L,False
14103,15.335053,Fasl,"Fas ligand (TNF superfamily, member 6)",ENSMUSG00000000817,mouse,CD95L,False
7422,86.72814,VEGFA,vascular endothelial growth factor A,ENSG00000112715,human,VEGFA,False
22339,71.72284,Vegfa,vascular endothelial growth factor A,ENSMUSG00000023951,mouse,VEGFA,False
115209,17.901737,OMA1,OMA1 zinc metallopeptidase,ENSG00000162600,human,PEPTIDASE,False
5182,8.663992,PEPB,peptidase B,,human,PEPTIDASE,False
5184,8.663992,PEPD,peptidase D,ENSG00000124299,human,PEPTIDASE,False
5185,8.653901,PEPE,peptidase E,,human,PEPTIDASE,False
339855,8.653901,KY,kyphoscoliosis peptidase,ENSG00000174611,human,PEPTIDASE,False
5183,8.650505,PEPC,peptidase C,,human,PEPTIDASE,False
5266,7.686238,PI3,peptidase inhibitor 3,ENSG00000124102,human,PEPTIDASE,False
51050,7.6853943,PI15,peptidase inhibitor 15,ENSG00000137558,human,PEPTIDASE,False
10072,7.6853943,DPP3,dipeptidyl peptidase 3,ENSG00000254986,human,PEPTIDASE,False
89782,7.6853943,LMLN,leishmanolysin like peptidase,ENSG00000185621,human,PEPTIDASE,False
406948,97.94256,MIR15A,microRNA 15a,ENSG00000283785,human,MIR15A,False
ENSMUSG00000093007,83.00654,Mir15a,microRNA 15a,ENSMUSG00000093007,mouse,MIR15A,False
387174,80.70047,Mir15a,microRNA 15a,,mouse,MIR15A,False
111345,90.04998,Saa,serum amyloid A cluster,,mouse,SAA,False
6289,18.787266,SAA2,serum amyloid A2,ENSG00000134339,human,SAA,False
6287,18.316874,SAA@,serum amyloid A1 cluster,,human,SAA,False
6288,16.752825,SAA1,serum amyloid A1,ENSG00000173432,human,SAA,False
54463,15.125907,RETREG1,reticulophagy regulator 1,ENSG00000154153,human,FAM134B,False
66270,12.907164,Retreg1,reticulophagy regulator 1,ENSMUSG00000022270,mouse,FAM134B,False
953,85.43465,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1,ENSG00000138185,human,ENTPD1,False
12495,74.17774,Entpd1,ectonucleoside triphosphate diphosphohydrolase 1,ENSMUSG00000048120,mouse,ENTPD1,False
728558,17.035744,ENTPD1-AS1,ENTPD1 antisense RNA 1,ENSG00000226688,human,ENTPD1,False
170482,18.77057,CLEC4C,C-type lectin domain family 4 member C,ENSG00000198178,human,BDCA2,False
6376,17.595062,CX3CL1,C-X3-C motif chemokine ligand 1,ENSG00000006210,human,FRACTALKINE,False
5896,85.37706,RAG1,recombination activating 1,ENSG00000166349,human,RAG1,True
19373,70.08117,Rag1,recombination activating gene 1,ENSMUSG00000061311,mouse,RAG1,False
