id,score,sym,name,ensemblgene,species,pr_value_norm,is_tf
8634,18.809195,RTCA,RNA 3'-terminal phosphate cyclase,ENSG00000137996,human,RTC1,False
9398,90.44461,CD101,CD101 molecule,ENSG00000134256,human,CD101,False
630146,75.565346,Cd101,CD101 antigen,ENSMUSG00000086564,mouse,CD101,False
3581,18.291208,IL9R,interleukin 9 receptor,ENSG00000124334,human,CD129,False
1432,90.50726,MAPK14,mitogen-activated protein kinase 14,ENSG00000112062,human,MAPK14,False
26416,72.87903,Mapk14,mitogen-activated protein kinase 14,ENSMUSG00000053436,mouse,MAPK14,False
26416,14.704774,Mapk14,mitogen-activated protein kinase 14,ENSMUSG00000053436,mouse,P38α,False
1843,17.876196,DUSP1,dual specificity phosphatase 1,ENSG00000120129,human,MKP1,False
19252,15.765858,Dusp1,dual specificity phosphatase 1,ENSMUSG00000024190,mouse,MKP1,False
7096,17.294216,TLR1,toll like receptor 1,ENSG00000174125,human,TIL,False
407015,17.540264,MIR26A1,microRNA 26a-1,ENSG00000199075,human,MIR26A,False
3240,20.038527,HP,haptoglobin,ENSG00000257017,human,HAPTOGLOBIN,False
15439,16.806505,Hp,haptoglobin,ENSMUSG00000031722,mouse,HAPTOGLOBIN,False
3250,15.643004,HPR,haptoglobin-related protein,ENSG00000261701,human,HAPTOGLOBIN,False
110066,93.50156,Tcrd,T cell receptor delta chain,,mouse,TCRD,False
6964,19.586788,TRD,T cell receptor delta locus,,human,TCRD,False
6955,18.806837,TRA,T cell receptor alpha locus,,human,TCRD,False
28523,18.295637,TRDD3,T cell receptor delta diversity 3,,human,TCRD,False
28526,18.23467,TRDC,T cell receptor delta constant,,human,TCRD,False
28522,17.88553,TRDJ1,T cell receptor delta joining 1,,human,TCRD,False
626545,15.344728,Trdv5,T cell receptor delta variable 5,,mouse,TCRD,False
110066,93.48655,Tcrd,T cell receptor delta chain,,mouse,TCRδ,False
6964,19.527164,TRD,T cell receptor delta locus,,human,TCRδ,False
6955,18.785229,TRA,T cell receptor alpha locus,,human,TCRδ,False
28523,18.29033,TRDD3,T cell receptor delta diversity 3,,human,TCRδ,False
28526,18.219118,TRDC,T cell receptor delta constant,,human,TCRδ,False
28522,17.851303,TRDJ1,T cell receptor delta joining 1,,human,TCRδ,False
626545,15.340278,Trdv5,T cell receptor delta variable 5,,mouse,TCRδ,False
668095,93.51164,Lipo5,"lipase, member O5",,mouse,LIPO5,False
ENSMUSG00000086875,93.348274,Lipo5,"lipase, member O5",ENSMUSG00000086875,mouse,LIPO5,False
26191,88.669914,PTPN22,"protein tyrosine phosphatase, non-receptor type 22",ENSG00000134242,human,PTPN22,False
19260,73.28879,Ptpn22,"protein tyrosine phosphatase, non-receptor type 22 (lymphoid)",ENSMUSG00000027843,mouse,PTPN22,False
11006,17.88553,LILRB4,leukocyte immunoglobulin like receptor B4,,human,ILT3,False
14728,15.326141,Lilrb4a,"leukocyte immunoglobulin-like receptor, subfamily B, member 4A",ENSMUSG00000112148,mouse,ILT3,False
14772,15.762544,Grk4,G protein-coupled receptor kinase 4,ENSMUSG00000052783,mouse,GRK,False
10563,17.894493,CXCL13,C-X-C motif chemokine ligand 13,ENSG00000156234,human,BCA1,False
3560,17.03458,IL2RB,interleukin 2 receptor subunit beta,ENSG00000100385,human,CD122,False
16185,14.287067,Il2rb,"interleukin 2 receptor, beta chain",ENSMUSG00000068227,mouse,CD122,False
1959,85.95191,EGR2,early growth response 2,ENSG00000122877,human,EGR2,True
13654,72.0887,Egr2,early growth response 2,,mouse,EGR2,False
23462,85.29273,HEY1,hes related family bHLH transcription factor with YRPW motif 1,ENSG00000164683,human,HEY1,True
15213,72.100204,Hey1,hairy/enhancer-of-split related with YRPW motif 1,ENSMUSG00000040289,mouse,HEY1,False
3554,18.278809,IL1R1,interleukin 1 receptor type 1,ENSG00000115594,human,IL1RA,False
3557,17.590631,IL1RN,interleukin 1 receptor antagonist,ENSG00000136689,human,IL1RA,False
100035673,11.50543,Nilac6,nicotine induced locomotor activity 6,,mouse,NICOTINE,False
100036113,11.231499,Nilac5,nicotine induced locomotor activity 5,,mouse,NICOTINE,False
100035332,11.231499,Nilac10,nicotine induced locomotor activity 10,,mouse,NICOTINE,False
100035674,11.215987,Nilac11,nicotine induced locomotor activity 11,,mouse,NICOTINE,False
100036357,11.215987,Nilac3,nicotine induced locomotor activity 3,,mouse,NICOTINE,False
100035329,11.215987,Nilac2,nicotine induced locomotor activity 2,,mouse,NICOTINE,False
100036358,11.119649,Nilac9,nicotine induced locomotor activity 9,,mouse,NICOTINE,False
100036500,11.06952,Nilac1,nicotine induced locomotor activity 1,,mouse,NICOTINE,False
100035330,11.05401,Nilac4,nicotine induced locomotor activity 4,,mouse,NICOTINE,False
100035961,11.000861,Nilac12,nicotine induced locomotor activity 12,,mouse,NICOTINE,False
25802,18.267458,LMOD1,leiomodin 1,ENSG00000163431,human,D1,False
27241,17.864191,BBS9,Bardet-Biedl syndrome 9,ENSG00000122507,human,D1,False
13370,15.322652,Dio1,"deiodinase, iodothyronine, type I",ENSMUSG00000034785,mouse,D1,False
3231,11.886748,HOXD1,homeobox D1,ENSG00000128645,human,D1,True
5337,11.787162,PLD1,phospholipase D1,ENSG00000075651,human,D1,False
23129,11.785206,PLXND1,plexin D1,ENSG00000004399,human,D1,False
595,11.782402,CCND1,cyclin D1,ENSG00000110092,human,D1,False
2297,10.513749,FOXD1,forkhead box D1,ENSG00000251493,human,D1,True
5587,10.506772,PRKD1,protein kinase D1,ENSG00000184304,human,D1,False
1812,10.43485,DRD1,dopamine receptor D1,ENSG00000184845,human,D1,False
397,17.06788,ARHGDIB,Rho GDP dissociation inhibitor beta,ENSG00000111348,human,D4,False
11857,15.341013,Arhgdib,"Rho, GDP dissociation inhibitor (GDI) beta",ENSMUSG00000030220,mouse,D4,False
673094,14.314996,Cd99,CD99 antigen,,mouse,D4,False
3233,14.083979,HOXD4,homeobox D4,,human,D4,False
1815,12.452849,DRD4,dopamine receptor D4,,human,D4,False
2298,12.442372,FOXD4,forkhead box D4,ENSG00000170122,human,D4,True
15436,11.868912,Hoxd4,homeobox D4,ENSMUSG00000115956,mouse,D4,False
ENSMUSG00000101174,11.80024,Hoxd4,homeobox D4,ENSMUSG00000101174,mouse,D4,False
728239,11.096131,MAGED4,MAGE family member D4,ENSG00000154545,human,D4,False
84881,11.063726,RPUSD4,RNA pseudouridine synthase D4,ENSG00000165526,human,D4,False
28832,19.588814,IGLJ2,immunoglobulin lambda joining 2,,human,J2,False
28949,19.587662,IGKJ2,immunoglobulin kappa joining 2,,human,J2,False
6969,18.769184,TRGJ2,T cell receptor gamma joining 2,,human,J2,False
55810,13.874424,FOXJ2,forkhead box J2,ENSG00000065970,human,J2,True
60611,11.81647,Foxj2,forkhead box J2,ENSMUSG00000003154,mouse,J2,False
118424,11.436137,UBE2J2,ubiquitin conjugating enzyme E2 J2,ENSG00000160087,human,J2,False
246721,11.042914,POLR2J2,RNA polymerase II subunit J2,ENSG00000228049,human,J2,False
100042807,7.9575896,Eif3j2,"eukaryotic translation initiation factor 3, subunit J2",ENSMUSG00000043424,mouse,J2,False
545056,3.026859,Gm5801,"ubiquitin-conjugating enzyme E2, J2 homolog pseudogene",,mouse,J2,False
948,86.2583,CD36,CD36 molecule,ENSG00000135218,human,CD36,False
12491,73.21945,Cd36,CD36 molecule,ENSMUSG00000002944,mouse,CD36,False
20778,14.949426,Scarb1,"scavenger receptor class B, member 1",ENSMUSG00000037936,mouse,CD36,False
10011,17.90167,SRA1,steroid receptor RNA activator 1,ENSG00000213523,human,SRA,False
4481,17.599968,MSR1,macrophage scavenger receptor 1,ENSG00000038945,human,SRA,False
10307,17.55318,APBB3,amyloid beta precursor protein binding family B member 3,ENSG00000113108,human,SRA,False
24068,14.957585,Sra1,steroid receptor RNA activator 1,ENSMUSG00000006050,mouse,SRA,False
81892,9.631763,SLIRP,SRA stem-loop interacting RNA binding protein,ENSG00000119705,human,SRA,False
380773,8.208501,Slirp,SRA stem-loop interacting RNA binding protein,ENSMUSG00000021040,mouse,SRA,False
100287757,2.9953363,LOC100287757,SRA stem-loop interacting RNA binding protein pseudogene,,human,SRA,False
100913179,2.9854496,LOC100913179,SRA stem-loop interacting RNA binding protein pseudogene,,human,SRA,False
220082,6.336461,SPERT,spermatid associated,ENSG00000174015,human,ASSOCIATED,False
4099,5.604098,MAG,myelin associated glycoprotein,ENSG00000105695,human,ASSOCIATED,False
353324,5.604098,SPATA12,spermatogenesis associated 12,ENSG00000186451,human,ASSOCIATED,False
149643,5.604098,SPATA45,spermatogenesis associated 45,ENSG00000185523,human,ASSOCIATED,False
284680,5.604098,SPATA46,spermatogenesis associated 46,ENSG00000171722,human,ASSOCIATED,False
219938,5.604098,SPATA19,spermatogenesis associated 19,ENSG00000166118,human,ASSOCIATED,False
64847,5.604098,SPATA20,spermatogenesis associated 20,ENSG00000006282,human,ASSOCIATED,False
23557,5.603388,SNAPIN,SNAP associated protein,ENSG00000143553,human,ASSOCIATED,False
84073,5.603388,MYCBPAP,MYCBP associated protein,ENSG00000136449,human,ASSOCIATED,False
387357,5.603388,THEMIS,thymocyte selection associated,,human,ASSOCIATED,False
100189164,11.847632,TRL-TAA2-1,tRNA-Leu (TAA) 2-1,,human,TAA,False
100189240,11.847632,TRL-TAA3-1,tRNA-Leu (TAA) 3-1,,human,TAA,False
100189313,11.847632,TRL-TAA1-1,tRNA-Leu (TAA) 1-1,,human,TAA,False
100189067,11.74006,TRL-TAA4-1,tRNA-Leu (TAA) 4-1,,human,TAA,False
100189175,10.632453,TRL-TAA5-1,transfer RNA-Leu (TAA) 5-1,,human,TAA,False
100189520,9.311936,NMTRL-TAA3-1,nuclear-encoded mitochondrial tRNA-Leu (TAA) 3-1,,human,TAA,False
100189522,9.311936,NMTRL-TAA2-1,nuclear-encoded mitochondrial tRNA-Leu (TAA) 2-1,,human,TAA,False
100189325,9.246059,NMTRL-TAA1-1,nuclear-encoded mitochondrial tRNA-Leu (TAA) 1-1,,human,TAA,False
100189456,9.211601,NMTRL-TAA6-1,nuclear-encoded mitochondrial tRNA-Leu (TAA) 6-1,,human,TAA,False
100189466,9.155117,NMTRL-TAA5-1,nuclear-encoded mitochondrial tRNA-Leu (TAA) 5-1,,human,TAA,False
2312,18.515703,FLG,filaggrin,ENSG00000143631,human,FILAGGRIN,False
14246,15.794489,Flg,filaggrin,ENSMUSG00000102439,mouse,FILAGGRIN,False
388698,12.9575405,FLG2,filaggrin family member 2,ENSG00000143520,human,FILAGGRIN,False
229574,10.868028,Flg2,filaggrin family member 2,ENSMUSG00000049133,mouse,FILAGGRIN,False
6404,18.797033,SELPLG,selectin P ligand,ENSG00000110876,human,PSGL1,False
20345,15.3399935,Selplg,"selectin, platelet (p-selectin) ligand",ENSMUSG00000048163,mouse,PSGL1,False
21911,93.47303,tm,tremulous,,mouse,TM,False
7056,17.906101,THBD,thrombomodulin,ENSG00000178726,human,TM,False
4170,16.686953,MCL1,"MCL1 apoptosis regulator, BCL2 family member",ENSG00000143384,human,TM,False
21824,13.995508,Thbd,thrombomodulin,ENSMUSG00000074743,mouse,TM,False
20358,6.6617136,Sema6a,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A",ENSMUSG00000019647,mouse,TM,False
20359,6.6045146,Sema6b,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B",ENSMUSG00000001227,mouse,TM,False
20360,6.531134,Sema6c,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C",ENSMUSG00000038777,mouse,TM,False
214968,6.531134,Sema6d,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D",ENSMUSG00000027200,mouse,TM,False
20355,6.261303,Sema4f,"sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain",ENSMUSG00000000627,mouse,TM,False
18726,6.233666,Lilra6,"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 6",ENSMUSG00000030427,mouse,TM,False
55809,17.884033,TRERF1,transcriptional regulating factor 1,ENSG00000124496,human,RAPA,True
224829,14.999511,Trerf1,transcriptional regulating factor 1,,mouse,RAPA,False
6403,15.054668,SELP,selectin P,ENSG00000174175,human,SELECTIN,False
6401,14.901839,SELE,selectin E,ENSG00000007908,human,SELECTIN,False
6402,14.79563,SELL,selectin L,ENSG00000188404,human,SELECTIN,False
6404,13.673982,SELPLG,selectin P ligand,ENSG00000110876,human,SELECTIN,False
20345,12.661422,Selplg,"selectin, platelet (p-selectin) ligand",ENSMUSG00000048163,mouse,SELECTIN,False
20343,12.626495,Sell,"selectin, lymphocyte",ENSMUSG00000026581,mouse,SELECTIN,False
20344,12.526366,Selp,"selectin, platelet",ENSMUSG00000026580,mouse,SELECTIN,False
20339,10.975418,Sele,"selectin, endothelial cell",ENSMUSG00000026582,mouse,SELECTIN,False
100996637,9.776212,LOC100996637,P-selectin glycoprotein ligand 1-like,,human,SELECTIN,False
7050,12.046465,TGIF1,TGFB induced factor homeobox 1,ENSG00000177426,human,TGFβ.,True
60436,11.677754,TGIF2,TGFB induced factor homeobox 2,ENSG00000118707,human,TGFβ.,True
228839,9.966029,Tgif2,TGFB-induced factor homeobox 2,ENSMUSG00000062175,mouse,TGFβ.,False
21815,9.855234,Tgif1,TGFB-induced factor homeobox 1,ENSMUSG00000047407,mouse,TGFβ.,False
90655,9.347036,TGIF2LY,TGFB induced factor homeobox 2 like Y-linked,ENSG00000176679,human,TGFβ.,True
90316,9.205647,TGIF2LX,TGFB induced factor homeobox 2 like X-linked,ENSG00000153779,human,TGFβ.,True
245583,7.3427362,Tgif2lx1,"TGFB-induced factor homeobox 2-like, X-linked 1",ENSMUSG00000100133,mouse,TGFβ.,False
100039551,7.193266,Tgif2lx2,"TGFB-induced factor homeobox 2-like, X-linked 2",ENSMUSG00000100194,mouse,TGFβ.,False
669823,3.5520759,Tgif1-ps,"TGFB-induced factor homeobox 1, pseudogene",,mouse,TGFβ.,False
ENSMUSG00000107270,3.4800637,Tgif1-ps,"TGFB-induced factor homeobox 1, pseudogene",ENSMUSG00000107270,mouse,TGFβ.,False
108167771,6.921206,Gm46190,putative heat shock protein HSP 90-beta-3,,mouse,HSP,False
7190,6.0550804,HSP90B2P,"heat shock protein 90 beta family member 2, pseudogene",,human,HSP,False
718,86.88125,C3,complement C3,ENSG00000125730,human,C3,False
12266,70.668365,C3,complement component 3,ENSMUSG00000024164,mouse,C3,False
18347,14.187574,Olfr48,olfactory receptor 48,ENSMUSG00000075072,mouse,C3,False
345,13.124452,APOC3,apolipoprotein C3,ENSG00000110245,human,C3,False
270328,11.007605,Gsdmc3,gasdermin C3,ENSMUSG00000055827,mouse,C3,False
3801,10.525213,KIFC3,kinesin family member C3,ENSG00000140859,human,C3,False
139081,10.427794,MAGEC3,MAGE family member C3,ENSG00000165509,human,C3,False
278255,8.791711,Tex13c3,TEX13 family member C3,ENSMUSG00000068149,mouse,C3,False
3823,8.678848,KLRC3,killer cell lectin like receptor C3,ENSG00000205810,human,C3,False
16582,8.661736,Kifc3,kinesin family member C3,ENSMUSG00000031788,mouse,C3,False
3490,18.726887,IGFBP7,insulin like growth factor binding protein 7,ENSG00000163453,human,PSF,False
6421,18.24568,SFPQ,splicing factor proline and glutamine rich,ENSG00000116560,human,PSF,False
16187,14.977775,Il3,interleukin 3,ENSMUSG00000018914,mouse,PSF,False
71514,14.752413,Sfpq,splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated),ENSMUSG00000028820,mouse,PSF,False
383,88.87896,ARG1,arginase 1,ENSG00000118520,human,ARG1,False
11846,73.66409,Arg1,"arginase, liver",ENSMUSG00000019987,mouse,ARG1,False
64129,16.840578,TINAGL1,tubulointerstitial nephritis antigen like 1,ENSG00000142910,human,ARG1,False
94242,14.124355,Tinagl1,tubulointerstitial nephritis antigen-like 1,ENSMUSG00000028776,mouse,ARG1,False
2919,97.978325,CXCL1,C-X-C motif chemokine ligand 1,ENSG00000163739,human,CXCL1,False
14825,80.85875,Cxcl1,chemokine (C-X-C motif) ligand 1,ENSMUSG00000029380,mouse,CXCL1,False
6374,98.08803,CXCL5,C-X-C motif chemokine ligand 5,ENSG00000163735,human,CXCL5,False
20311,86.3088,Cxcl5,chemokine (C-X-C motif) ligand 5,ENSMUSG00000029371,mouse,CXCL5,False
5133,87.03668,PDCD1,programmed cell death 1,,human,PDCD1,False
18566,78.18901,Pdcd1,programmed cell death 1,ENSMUSG00000026285,mouse,PDCD1,False
7133,88.28075,TNFRSF1B,TNF receptor superfamily member 1B,ENSG00000028137,human,TNFRSF1B,False
21938,75.278725,Tnfrsf1b,"tumor necrosis factor receptor superfamily, member 1b",ENSMUSG00000028599,mouse,TNFRSF1B,False
21938,15.000165,Tnfrsf1b,"tumor necrosis factor receptor superfamily, member 1b",ENSMUSG00000028599,mouse,TNFRII,False
21937,15.336062,Tnfrsf1a,"tumor necrosis factor receptor superfamily, member 1a",ENSMUSG00000030341,mouse,TNFRI,False
1813,86.778336,DRD2,dopamine receptor D2,ENSG00000149295,human,DRD2,False
13489,76.710785,Drd2,dopamine receptor D2,ENSMUSG00000032259,mouse,DRD2,False
1814,87.72946,DRD3,dopamine receptor D3,ENSG00000151577,human,DRD3,False
13490,73.57955,Drd3,dopamine receptor D3,ENSMUSG00000022705,mouse,DRD3,False
1815,88.60135,DRD4,dopamine receptor D4,,human,DRD4,False
13491,74.83565,Drd4,dopamine receptor D4,ENSMUSG00000025496,mouse,DRD4,False
1812,87.30011,DRD1,dopamine receptor D1,ENSG00000184845,human,DRD1,False
13488,75.126396,Drd1,dopamine receptor D1,ENSMUSG00000021478,mouse,DRD1,False
4838,90.80299,NODAL,nodal growth differentiation factor,ENSG00000156574,human,NODAL,False
18119,74.72782,Nodal,nodal,ENSMUSG00000037171,mouse,NODAL,False
408050,13.382843,NOMO3,NODAL modulator 3,,human,NODAL,False
283820,13.327459,NOMO2,NODAL modulator 2,ENSG00000185164,human,NODAL,False
23420,13.327459,NOMO1,NODAL modulator 1,,human,NODAL,False
102723728,12.098075,LOC102723728,nodal modulator 3-like,,human,NODAL,False
211548,11.30231,Nomo1,nodal modulator 1,ENSMUSG00000030835,mouse,NODAL,False
84818,89.428314,IL17RC,interleukin 17 receptor C,ENSG00000163702,human,IL17RC,False
171095,75.06242,Il17rc,interleukin 17 receptor C,ENSMUSG00000030281,mouse,IL17RC,False
134864,17.341034,TAAR1,trace amine associated receptor 1,ENSG00000146399,human,Tα1,False
20539,14.544093,Slc7a5,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 5",ENSMUSG00000040010,mouse,Tα1,False
102467383,11.250201,n-Tsta1,nuclear encoded tRNA suppressor ta1 (anticodon TTA),,mouse,Tα1,False
5757,15.403145,PTMA,prothymosin alpha,ENSG00000187514,human,PROTHYMOSIN,False
19231,12.746331,Ptma,prothymosin alpha,ENSMUSG00000026238,mouse,PROTHYMOSIN,False
108168448,11.514522,Gm9009,prothymosin alpha-like,,mouse,PROTHYMOSIN,False
102632319,11.362256,LOC102632319,prothymosin alpha-like,,mouse,PROTHYMOSIN,False
110592,9.367152,Ptma-rs6,"prothymosin alpha, related sequence 6",,mouse,PROTHYMOSIN,False
110544,9.367152,Ptma-rs4,"prothymosin alpha, related sequence 4",,mouse,PROTHYMOSIN,False
110613,9.24879,Ptma-rs12,"prothymosin alpha, related sequence 12",,mouse,PROTHYMOSIN,False
110545,9.172551,Ptma-rs8,"prothymosin alpha, related sequence 8",,mouse,PROTHYMOSIN,False
110543,9.125082,Ptma-rs5,"prothymosin alpha, related sequence 5",,mouse,PROTHYMOSIN,False
110546,9.125082,Ptma-rs7,"prothymosin alpha, related sequence 7",,mouse,PROTHYMOSIN,False
4547,18.295637,MTTP,microsomal triglyceride transfer protein,ENSG00000138823,human,ABL,False
25,17.30535,ABL1,"ABL proto-oncogene 1, non-receptor tyrosine kinase",ENSG00000097007,human,ABL,False
11350,14.706014,Abl1,"c-abl oncogene 1, non-receptor tyrosine kinase",ENSMUSG00000026842,mouse,ABL,False
10152,12.500103,ABI2,abl interactor 2,ENSG00000138443,human,ABL,False
10006,12.304237,ABI1,abl interactor 1,ENSG00000136754,human,ABL,False
107980440,11.088825,LOC107980440,ABL breakpoint recombination region,,human,ABL,False
11308,10.338161,Abi1,abl-interactor 1,ENSMUSG00000058835,mouse,ABL,False
329165,10.2331085,Abi2,abl-interactor 2,ENSMUSG00000026782,mouse,ABL,False
91768,9.274021,CABLES1,Cdk5 and Abl enzyme substrate 1,ENSG00000134508,human,ABL,False
81928,9.224435,CABLES2,Cdk5 and Abl enzyme substrate 2,ENSG00000149679,human,ABL,False
51561,91.15562,IL23A,interleukin 23 subunit alpha,ENSG00000110944,human,IL23A,False
83430,74.55241,Il23a,"interleukin 23, alpha subunit p19",ENSMUSG00000025383,mouse,IL23A,False
2581,85.3415,GALC,galactosylceramidase,ENSG00000054983,human,GALC,False
14420,73.053246,Galc,galactosylceramidase,ENSMUSG00000021003,mouse,GALC,False
2207,18.736237,FCER1G,Fc fragment of IgE receptor Ig,ENSG00000158869,human,FCRγ,False
977,89.830284,CD151,CD151 molecule (Raph blood group),ENSG00000177697,human,CD151,False
12476,72.413414,Cd151,CD151 antigen,ENSMUSG00000025510,mouse,CD151,False
3663,87.3505,IRF5,interferon regulatory factor 5,ENSG00000128604,human,IRF5,True
27056,75.43862,Irf5,interferon regulatory factor 5,ENSMUSG00000029771,mouse,IRF5,False
121536,12.892759,AEBP2,AE binding protein 2,ENSG00000139154,human,αE,True
165,12.892759,AEBP1,AE binding protein 1,ENSG00000106624,human,αE,True
11568,10.661462,Aebp1,AE binding protein 1,ENSMUSG00000020473,mouse,αE,False
11569,10.370854,Aebp2,AE binding protein 2,ENSMUSG00000030232,mouse,αE,False
81392,8.945588,OR2AE1,olfactory receptor family 2 subfamily AE member 1,ENSG00000244623,human,αE,False
100416190,3.6624668,Gm14240,AE binding protein 2 pseudogene,,mouse,αE,False
ENSG00000271890,2.736906,OR10AE1P,olfactory receptor family 10 subfamily AE member 1 pseudogene,ENSG00000271890,human,αE,False
403223,2.6614194,OR10AE3P,olfactory receptor family 10 subfamily AE member 3 pseudogene,,human,αE,False
81486,2.6430974,OR10AE1P,olfactory receptor family 10 subfamily AE member 1 pseudogene,,human,αE,False
ENSG00000272837,2.62625,OR10AE3P,olfactory receptor family 10 subfamily AE member 3 pseudogene,ENSG00000272837,human,αE,False
1016,11.185267,CDH18,cadherin 18,ENSG00000145526,human,CADHERIN,False
1002,11.185267,CDH4,cadherin 4,,human,CADHERIN,False
1003,11.185267,CDH5,cadherin 5,ENSG00000179776,human,CADHERIN,False
1000,11.185267,CDH2,cadherin 2,ENSG00000170558,human,CADHERIN,False
1015,11.185267,CDH17,cadherin 17,ENSG00000079112,human,CADHERIN,False
28316,11.149679,CDH20,cadherin 20,ENSG00000101542,human,CADHERIN,False
28513,11.149679,CDH19,cadherin 19,ENSG00000071991,human,CADHERIN,False
60437,11.149679,CDH26,cadherin 26,ENSG00000124215,human,CADHERIN,False
64405,11.149679,CDH22,cadherin 22,ENSG00000149654,human,CADHERIN,False
1012,11.149679,CDH13,cadherin 13,ENSG00000140945,human,CADHERIN,False
861,87.34936,RUNX1,runt related transcription factor 1,ENSG00000159216,human,RUNX1,True
12394,74.80712,Runx1,runt related transcription factor 1,ENSMUSG00000022952,mouse,RUNX1,False
109648316,14.086768,LOC109648316,RUNX1 element RE2,,human,RUNX1,False
109648314,14.022464,LOC109648314,RUNX1 enhancer RE1,,human,RUNX1,False
80215,12.384508,RUNX1-IT1,RUNX1 intronic transcript 1,,human,RUNX1,False
862,12.382521,RUNX1T1,RUNX1 translocation partner 1,ENSG00000079102,human,RUNX1,False
863,11.7093315,CBFA2T3,CBFA2/RUNX1 translocation partner 3,ENSG00000129993,human,RUNX1,False
9139,11.24372,CBFA2T2,CBFA2/RUNX1 translocation partner 2,ENSG00000078699,human,RUNX1,False
12395,10.387007,Runx1t1,RUNX1 translocation partner 1,ENSMUSG00000006586,mouse,RUNX1,False
12396,9.5867815,Cbfa2t2,CBFA2/RUNX1 translocation partner 2,ENSMUSG00000038533,mouse,RUNX1,False
864,10.674783,RUNX3,runt related transcription factor 3,ENSG00000020633,human,RUNT,True
860,10.630763,RUNX2,runt related transcription factor 2,ENSG00000124813,human,RUNT,True
861,10.625505,RUNX1,runt related transcription factor 1,ENSG00000159216,human,RUNT,True
12394,9.048177,Runx1,runt related transcription factor 1,ENSMUSG00000022952,mouse,RUNT,False
12399,9.048177,Runx3,runt related transcription factor 3,ENSMUSG00000070691,mouse,RUNT,False
12393,8.777202,Runx2,runt related transcription factor 2,ENSMUSG00000039153,mouse,RUNT,False
109611589,8.2848425,LOC109611589,runt related transcription factor 2 polyalanine expansion region,,human,RUNT,False
ENSMUSG00000073394,6.9919343,Runx2os1,"runt related transcription factor 2, opposite strand 1",ENSMUSG00000073394,mouse,RUNT,False
78882,6.9839296,Runx2os2,"runt related transcription factor 2, opposite strand 2",,mouse,RUNT,False
105246276,6.974187,Runx2os3,"runt related transcription factor 2, opposite strand 3",,mouse,RUNT,False
29949,90.17913,IL19,interleukin 19,ENSG00000142224,human,IL19,False
329244,79.09725,Il19,interleukin 19,ENSMUSG00000016524,mouse,IL19,False
11009,91.11979,IL24,interleukin 24,ENSG00000162892,human,IL24,False
93672,77.14832,Il24,interleukin 24,ENSMUSG00000026420,mouse,IL24,False
84864,15.407042,RIOX2,ribosomal oxygenase 2,ENSG00000170854,human,MINA,False
67014,12.95303,Riox2,ribosomal oxygenase 2,ENSMUSG00000022724,mouse,MINA,False
5243,89.29227,ABCB1,ATP binding cassette subfamily B member 1,ENSG00000085563,human,ABCB1,False
18669,13.911797,Abcb1b,"ATP-binding cassette, sub-family B (MDR/TAP), member 1B",ENSMUSG00000028970,mouse,ABCB1,False
1357,18.26976,CPA1,carboxypeptidase A1,ENSG00000091704,human,CPA,False
109697,14.761263,Cpa1,"carboxypeptidase A1, pancreatic",ENSMUSG00000054446,mouse,CPA,False
100862683,19.598618,ERVK-25,endogenous retrovirus group K member 25,,human,PROTEINASE,False
100775105,19.586788,ERVK-18,endogenous retrovirus group K member 18,,human,PROTEINASE,False
619465,18.786392,ERVK-8,"endogenous retrovirus group K member 8, envelope",,human,PROTEINASE,False
100616101,18.786392,ERVK-10,endogenous retrovirus group K member 10,,human,PROTEINASE,False
100616102,18.756203,ERVK-9,endogenous retrovirus group K member 9,,human,PROTEINASE,False
100862684,18.756203,ERVK-24,endogenous retrovirus group K member 24,,human,PROTEINASE,False
100862685,18.275068,ERVK-19,"endogenous retrovirus group K member 19, envelope",,human,PROTEINASE,False
449619,18.275068,ERVK-7,endogenous retrovirus group K member 7,,human,PROTEINASE,False
100616103,18.275068,ERVK-21,"endogenous retrovirus group K member 21, envelope",,human,PROTEINASE,False
5657,11.782184,PRTN3,proteinase 3,,human,PROTEINASE,False
3822,18.25376,KLRC2,killer cell lectin like receptor C2,ENSG00000205809,human,NKG2C,False
16642,15.276849,Klrc2,"killer cell lectin-like receptor subfamily C, member 2",ENSMUSG00000052736,mouse,NKG2C,False
28514,18.797033,DLL1,delta like canonical Notch ligand 1,,human,DL1,False
5604,18.285305,MAP2K1,mitogen-activated protein kinase kinase 1,ENSG00000169032,human,MEK1,False
26395,15.0082855,Map2k1,mitogen-activated protein kinase kinase 1,ENSMUSG00000004936,mouse,MEK1,False
54677,17.898127,CROT,carnitine O-octanoyltransferase,ENSG00000005469,human,COT,False
1326,17.876196,MAP3K8,mitogen-activated protein kinase kinase kinase 8,ENSG00000107968,human,COT,False
26410,14.992939,Map3k8,mitogen-activated protein kinase kinase kinase 8,ENSMUSG00000024235,mouse,COT,False
