doc_id,e1_end_chr,e1_start_chr,e1_text,e2_end_chr,e2_start_chr,e2_text,sent_abs_offset,sent_id,sent_len,sent_pos,type,value
PMC6156466,126,122,IFN-γ,52,50,Th1,51521,572720,66,302,secreted_cytokine,-1
PMC6156466,126,122,IFN-γ,52,50,Th1,51521,572720,66,302,inducing_cytokine,-1
PMC4981968,119,116,IL-6,90,87,Th17,20089,12902,30,151,secreted_cytokine,1
PMC4981968,119,116,IL-6,90,87,Th17,20089,12902,30,151,inducing_cytokine,-1
PMC6443933,146,142,CCL20,77,74,Th17,43091,754371,30,240,secreted_cytokine,-1
PMC6443933,146,142,CCL20,77,74,Th17,43091,754371,30,240,inducing_cytokine,-1
PMC5460998,325,322,IL-2,29,27,Th2,28365,608465,62,200,secreted_cytokine,-1
PMC5460998,325,322,IL-2,29,27,Th2,28365,608465,62,200,inducing_cytokine,-1
PMC4563239,195,192,IL-4,164,162,Th2,28229,152601,53,128,secreted_cytokine,-1
PMC4563239,195,192,IL-4,164,162,Th2,28229,152601,53,128,inducing_cytokine,-1
PMC5496215,45,41,IFN-γ,136,125,naive CD4+ T,47294,716920,31,278,secreted_cytokine,-1
PMC5496215,45,41,IFN-γ,136,125,naive CD4+ T,47294,716920,31,278,inducing_cytokine,-1
PMC3000428,29,25,IFN-γ,142,139,Th17,14724,777087,37,111,secreted_cytokine,-1
PMC3000428,29,25,IFN-γ,142,139,Th17,14724,777087,37,111,inducing_cytokine,-1
PMC6085502,73,70,IL-5,235,233,Th1,26361,10984,48,123,secreted_cytokine,-1
PMC6085502,73,70,IL-5,235,233,Th1,26361,10984,48,123,inducing_cytokine,-1
PMC3688567,155,152,CCR6,174,171,Th17,63744,544209,34,392,secreted_cytokine,1
PMC3688567,155,152,CCR6,174,171,Th17,63744,544209,34,392,inducing_cytokine,-1
PMC3580431,90,87,IL-2,17,5,naïve-T-cells,33927,394672,33,249,secreted_cytokine,-1
PMC3580431,90,87,IL-2,17,5,naïve-T-cells,33927,394672,33,249,inducing_cytokine,-1
PMC4000274,48,45,IL-7,333,330,Tscm,53920,700024,65,249,secreted_cytokine,-1
PMC4000274,48,45,IL-7,333,330,Tscm,53920,700024,65,249,inducing_cytokine,-1
PMC5744164,158,155,IL-6,132,130,Th2,26449,17027,34,150,secreted_cytokine,1
PMC5744164,158,155,IL-6,132,130,Th2,26449,17027,34,150,inducing_cytokine,-1
PMC5701006,95,92,IL-6,202,199,Th17,19319,365043,40,98,inducing_cytokine,1
PMC5701006,95,92,IL-6,202,199,Th17,19319,365043,40,98,secreted_cytokine,-1
PMC3346161,74,70,CD127,50,40,immature NK,6687,18890,34,42,secreted_cytokine,1
PMC3346161,74,70,CD127,50,40,immature NK,6687,18890,34,42,inducing_cytokine,-1
PMC5460998,78,74,Il4ra,206,204,Th2,39063,608537,45,272,secreted_cytokine,-1
PMC5460998,78,74,Il4ra,206,204,Th2,39063,608537,45,272,inducing_cytokine,-1
PMC3092354,122,118,IFN-γ,106,104,Th1,44911,396792,22,294,secreted_cytokine,1
PMC3092354,122,118,IFN-γ,106,104,Th1,44911,396792,22,294,inducing_cytokine,-1
PMC3657121,31,27,IL-12,62,60,Th1,11313,711845,62,57,inducing_cytokine,1
PMC3657121,31,27,IL-12,62,60,Th1,11313,711845,62,57,secreted_cytokine,-1
PMC3035001,64,60,IFN-γ,83,81,Th1,4812,136447,26,32,secreted_cytokine,1
PMC3035001,64,60,IFN-γ,83,81,Th1,4812,136447,26,32,inducing_cytokine,-1
PMC3058575,135,133,Tc1,62,60,Tc1,32743,20189,28,216,secreted_cytokine,-1
PMC3058575,135,133,Tc1,62,60,Tc1,32743,20189,28,216,inducing_cytokine,-1
PMC6443933,42,37,IL-17F,7,4,Th17,2769,754145,51,14,secreted_cytokine,1
PMC6443933,42,37,IL-17F,7,4,Th17,2769,754145,51,14,inducing_cytokine,-1
PMC4713426,202,190,interleukin 1,108,106,Th1,3325,27788,51,17,secreted_cytokine,-1
PMC4713426,202,190,interleukin 1,108,106,Th1,3325,27788,51,17,inducing_cytokine,-1
PMC6092783,5704,5700,IL-33,397,395,Th9,36468,220838,904,223,secreted_cytokine,-1
PMC6092783,5704,5700,IL-33,397,395,Th9,36468,220838,904,223,inducing_cytokine,-1
PMC4980454,177,174,IL-9,162,160,Th9,18605,719006,42,110,secreted_cytokine,-1
PMC4980454,177,174,IL-9,162,160,Th9,18605,719006,42,110,inducing_cytokine,-1
PMC3674660,81,77,OX40L,95,93,Th2,9704,218106,36,46,secreted_cytokine,-1
PMC3674660,81,77,OX40L,95,93,Th2,9704,218106,36,46,inducing_cytokine,-1
PMC3405033,261,257,IL-17,455,453,Th2,21248,722047,88,112,secreted_cytokine,-1
PMC3405033,261,257,IL-17,455,453,Th2,21248,722047,88,112,inducing_cytokine,-1
PMC6100207,119,116,GITR,39,18,cytotoxic T-lymphocyte,3333,772059,40,22,secreted_cytokine,-1
PMC6100207,119,116,GITR,39,18,cytotoxic T-lymphocyte,3333,772059,40,22,inducing_cytokine,-1
PMC5411882,12,0,Interleukin-4,143,141,Th2,4583,138679,32,26,inducing_cytokine,1
PMC5411882,12,0,Interleukin-4,143,141,Th2,4583,138679,32,26,secreted_cytokine,-1
PMC2973832,93,89,IL-10,111,109,Th2,40260,550987,22,243,secreted_cytokine,-1
PMC2973832,93,89,IL-10,111,109,Th2,40260,550987,22,243,inducing_cytokine,-1
PMC3084712,464,461,IL-4,472,470,Th2,23400,590493,83,118,secreted_cytokine,-1
PMC3084712,464,461,IL-4,472,470,Th2,23400,590493,83,118,inducing_cytokine,-1
PMC3098937,108,104,IFN-γ,46,44,Th2,499,167905,26,5,secreted_cytokine,-1
PMC3098937,108,104,IFN-γ,46,44,Th2,499,167905,26,5,inducing_cytokine,-1
PMC3232207,150,146,IL-10,126,122,Tregs,2179,580846,32,14,secreted_cytokine,-1
PMC3232207,150,146,IL-10,126,122,Tregs,2179,580846,32,14,inducing_cytokine,-1
PMC3125210,173,169,IL-21,34,31,Th17,5075,338175,44,30,secreted_cytokine,-1
PMC3125210,173,169,IL-21,34,31,Th17,5075,338175,44,30,inducing_cytokine,-1
PMC5363458,265,261,IFN-γ,569,554,activated CD4+ T,15951,346022,105,64,secreted_cytokine,-1
PMC5363458,265,261,IFN-γ,569,554,activated CD4+ T,15951,346022,105,64,inducing_cytokine,-1
PMC6459942,1258,1254,IFN-γ,1957,1955,Th1,13741,708497,987,84,secreted_cytokine,-1
PMC6459942,1258,1254,IFN-γ,1957,1955,Th1,13741,708497,987,84,inducing_cytokine,-1
PMC3566915,292,290,IL6,234,232,Th2,3760,727332,71,20,secreted_cytokine,1
PMC3566915,292,290,IL6,234,232,Th2,3760,727332,71,20,inducing_cytokine,-1
PMC3264534,64,61,IL-1,74,71,Th17,30549,663863,31,249,secreted_cytokine,-1
PMC3264534,64,61,IL-1,74,71,Th17,30549,663863,31,249,inducing_cytokine,-1
PMC5830413,79,77,TNF,123,120,Th17,29995,512978,25,195,secreted_cytokine,-1
PMC5830413,79,77,TNF,123,120,Th17,29995,512978,25,195,inducing_cytokine,-1
PMC2718810,187,184,IFNγ,87,84,Treg,45787,590266,44,227,secreted_cytokine,-1
PMC2718810,187,184,IFNγ,87,84,Treg,45787,590266,44,227,inducing_cytokine,-1
PMC2791889,47,43,IL-10,54,52,Th1,25426,511163,39,132,secreted_cytokine,-1
PMC2791889,47,43,IL-10,54,52,Th1,25426,511163,39,132,inducing_cytokine,-1
PMC6441173,1081,1078,IL-8,2304,2289,natural killer T,22539,521817,461,111,secreted_cytokine,-1
PMC6441173,1081,1078,IL-8,2304,2289,natural killer T,22539,521817,461,111,inducing_cytokine,-1
PMC6459942,1258,1254,IFN-γ,2423,2421,Th1,13741,708497,987,84,secreted_cytokine,-1
PMC6459942,1258,1254,IFN-γ,2423,2421,Th1,13741,708497,987,84,inducing_cytokine,-1
PMC2718810,57,54,IFNγ,163,160,Th17,16114,590121,54,82,secreted_cytokine,-1
PMC2718810,57,54,IFNγ,163,160,Th17,16114,590121,54,82,inducing_cytokine,-1
PMC4709061,120,116,IFN-γ,182,180,Th1,24348,178257,37,164,secreted_cytokine,-1
PMC4709061,120,116,IFN-γ,182,180,Th1,24348,178257,37,164,inducing_cytokine,-1
PMC3084301,536,532,IL-12,561,559,Th1,70151,459146,101,473,secreted_cytokine,-1
PMC3084301,536,532,IL-12,561,559,Th1,70151,459146,101,473,inducing_cytokine,-1
PMC3097234,123,120,IL-2,71,68,Treg,11371,755008,32,64,secreted_cytokine,-1
PMC3097234,123,120,IL-2,71,68,Treg,11371,755008,32,64,inducing_cytokine,-1
PMC2193623,97,90,IL-12p70,11,0,Naive CD8+ T,745,583719,33,4,secreted_cytokine,-1
PMC2193623,97,90,IL-12p70,11,0,Naive CD8+ T,745,583719,33,4,inducing_cytokine,-1
PMC6336016,101,96,killer,71,69,Th1,5813,161186,28,28,secreted_cytokine,-1
PMC6336016,101,96,killer,71,69,Th1,5813,161186,28,28,inducing_cytokine,-1
PMC4905582,20,16,IL-10,51,48,Th17,23756,49396,30,140,secreted_cytokine,-1
PMC4905582,20,16,IL-10,51,48,Th17,23756,49396,30,140,inducing_cytokine,-1
PMC6237898,146,143,IL-9,46,32,T helper (Th) 9,2266,552513,47,16,secreted_cytokine,-1
PMC6237898,146,143,IL-9,46,32,T helper (Th) 9,2266,552513,47,16,inducing_cytokine,-1
PMC4058636,305,300,killer,436,426,T-helper 17,52623,199980,113,324,secreted_cytokine,-1
PMC4058636,305,300,killer,436,426,T-helper 17,52623,199980,113,324,inducing_cytokine,-1
PMC5626935,39,35,IL-23,271,268,Treg,18197,3413,64,79,secreted_cytokine,-1
PMC5626935,39,35,IL-23,271,268,Treg,18197,3413,64,79,inducing_cytokine,-1
PMC4981968,383,358,transforming growth factor,345,338,T helper,29326,12981,90,230,secreted_cytokine,-1
PMC4981968,383,358,transforming growth factor,345,338,T helper,29326,12981,90,230,inducing_cytokine,-1
PMC4749822,114,110,IFN-γ,57,54,Th17,5888,392548,26,26,secreted_cytokine,-1
PMC4749822,114,110,IFN-γ,57,54,Th17,5888,392548,26,26,inducing_cytokine,-1
PMC4569371,529,524,TGF-β1,295,292,Treg,18036,604571,103,113,secreted_cytokine,-1
PMC4569371,529,524,TGF-β1,295,292,Treg,18036,604571,103,113,inducing_cytokine,-1
PMC5100971,84,80,IL-10,19,16,Treg,13005,337240,37,83,secreted_cytokine,-1
PMC5100971,84,80,IL-10,19,16,Treg,13005,337240,37,83,inducing_cytokine,-1
PMC4144733,65,63,CSF,124,121,TH17,26813,293707,42,144,secreted_cytokine,-1
PMC4144733,65,63,CSF,124,121,TH17,26813,293707,42,144,inducing_cytokine,-1
PMC3867213,100,97,TGFβ,223,220,Th17,11946,758608,38,84,secreted_cytokine,-1
PMC3867213,100,97,TGFβ,223,220,Th17,11946,758608,38,84,inducing_cytokine,-1
PMC3997799,55,52,IL-2,141,138,γδ T,31600,527436,30,174,secreted_cytokine,-1
PMC3997799,55,52,IL-2,141,138,γδ T,31600,527436,30,174,inducing_cytokine,-1
PMC6038041,210,205,killer,115,104,regulatory T,25920,356656,38,194,secreted_cytokine,-1
PMC6038041,210,205,killer,115,104,regulatory T,25920,356656,38,194,inducing_cytokine,-1
PMC4821255,234,231,IL-4,217,215,Th2,3206,339621,71,19,secreted_cytokine,-1
PMC4821255,234,231,IL-4,217,215,Th2,3206,339621,71,19,inducing_cytokine,-1
PMC5466736,592,588,IL-10,553,542,T-regulatory,28495,790963,126,165,secreted_cytokine,-1
PMC5466736,592,588,IL-10,553,542,T-regulatory,28495,790963,126,165,inducing_cytokine,-1
PMC6036249,135,131,IL-12,52,49,MAIT,69909,730968,32,425,secreted_cytokine,-1
PMC6036249,135,131,IL-12,52,49,MAIT,69909,730968,32,425,inducing_cytokine,-1
PMC5082389,167,135,chemokine (C-X3-C motif) ligand 1,851,848,Th17,25524,530976,238,149,secreted_cytokine,-1
PMC5082389,167,135,chemokine (C-X3-C motif) ligand 1,851,848,Th17,25524,530976,238,149,inducing_cytokine,-1
PMC4620557,42,38,IL-15,110,108,TH1,10335,787381,23,56,secreted_cytokine,-1
PMC4620557,42,38,IL-15,110,108,TH1,10335,787381,23,56,inducing_cytokine,-1
PMC2715067,38,34,TGF-β,100,97,iNKT,30291,740163,18,173,secreted_cytokine,-1
PMC2715067,38,34,TGF-β,100,97,iNKT,30291,740163,18,173,inducing_cytokine,-1
PMC5192530,106,103,CCR5,131,128,Treg,15157,571935,71,69,secreted_cytokine,-1
PMC5192530,106,103,CCR5,131,128,Treg,15157,571935,71,69,inducing_cytokine,-1
PMC4637008,41,38,IL-2,23,20,Treg,9170,709533,28,60,secreted_cytokine,-1
PMC4637008,41,38,IL-2,23,20,Treg,9170,709533,28,60,inducing_cytokine,-1
PMC3201195,67,63,IL-10,114,112,Th2,32569,760579,29,233,secreted_cytokine,-1
PMC3201195,67,63,IL-10,114,112,Th2,32569,760579,29,233,inducing_cytokine,-1
PMC1905453,51,48,IL-4,76,74,Th2,1076,787795,44,7,secreted_cytokine,-1
PMC1905453,51,48,IL-4,76,74,Th2,1076,787795,44,7,inducing_cytokine,-1
PMC3239315,129,125,IL-23,3,0,Th17,5253,522746,27,27,secreted_cytokine,-1
PMC3239315,129,125,IL-23,3,0,Th17,5253,522746,27,27,inducing_cytokine,-1
PMC4739439,98,94,CXCR5,23,21,Tfh,17991,340452,33,125,secreted_cytokine,-1
PMC4739439,98,94,CXCR5,23,21,Tfh,17991,340452,33,125,inducing_cytokine,-1
PMC5626935,239,236,IL-6,80,78,EMT,41842,3509,98,175,secreted_cytokine,-1
PMC5626935,239,236,IL-6,80,78,EMT,41842,3509,98,175,inducing_cytokine,-1
PMC2525581,92,88,IL-1β,22,19,Th17,1962,402365,54,11,secreted_cytokine,-1
PMC2525581,92,88,IL-1β,22,19,Th17,1962,402365,54,11,inducing_cytokine,-1
PMC4034414,172,168,IL-10,60,56,Tregs,3648,786139,26,31,secreted_cytokine,-1
PMC4034414,172,168,IL-10,60,56,Tregs,3648,786139,26,31,inducing_cytokine,-1
PMC1782327,37,33,IL-12,93,91,Th1,1001,579429,18,6,secreted_cytokine,-1
PMC1782327,37,33,IL-12,93,91,Th1,1001,579429,18,6,inducing_cytokine,-1
PMC4510669,231,220,interferon-γ,130,121,T-helper 1,51447,717222,48,194,secreted_cytokine,-1
PMC4510669,231,220,interferon-γ,130,121,T-helper 1,51447,717222,48,194,inducing_cytokine,-1
PMC6073894,502,499,Il13,162,155,T Helper,14870,579529,103,94,secreted_cytokine,-1
PMC6073894,502,499,Il13,162,155,T Helper,14870,579529,103,94,inducing_cytokine,-1
PMC4074818,78,74,CCL21,233,230,Treg,21964,608004,45,141,secreted_cytokine,-1
PMC4074818,78,74,CCL21,233,230,Treg,21964,608004,45,141,inducing_cytokine,-1
PMC5028793,173,171,TNF,226,224,Th2,19654,360091,67,110,secreted_cytokine,-1
PMC5028793,173,171,TNF,226,224,Th2,19654,360091,67,110,inducing_cytokine,-1
PMC4491892,140,137,Csf2,94,92,Th1,19345,315771,31,126,secreted_cytokine,-1
PMC4491892,140,137,Csf2,94,92,Th1,19345,315771,31,126,inducing_cytokine,-1
PMC4510669,26,13,interleukin-17,275,265,T-helper 17,55045,717236,59,208,secreted_cytokine,-1
PMC4510669,26,13,interleukin-17,275,265,T-helper 17,55045,717236,59,208,inducing_cytokine,-1
PMC5651127,249,245,IL-13,59,57,Th1,3431,671952,38,21,secreted_cytokine,-1
PMC5651127,249,245,IL-13,59,57,Th1,3431,671952,38,21,inducing_cytokine,-1
PMC4494209,202,199,IFNγ,44,37,T-helper,14401,701378,34,81,secreted_cytokine,1
PMC4494209,202,199,IFNγ,44,37,T-helper,14401,701378,34,81,inducing_cytokine,-1
PMC4330377,113,109,IFN-γ,2,0,Th1,2024,740274,52,10,secreted_cytokine,-1
PMC4330377,113,109,IFN-γ,2,0,Th1,2024,740274,52,10,inducing_cytokine,-1
PMC3232207,116,112,IL-17,71,68,Th17,9261,580893,37,61,secreted_cytokine,-1
PMC3232207,116,112,IL-17,71,68,Th17,9261,580893,37,61,inducing_cytokine,-1
PMC6459942,2905,2901,IFN-γ,573,557,cytotoxic T-cells,13741,708497,987,84,secreted_cytokine,-1
PMC6459942,2905,2901,IFN-γ,573,557,cytotoxic T-cells,13741,708497,987,84,inducing_cytokine,-1
PMC2118518,37,33,IFN-γ,102,99,Th17,9066,539218,41,69,secreted_cytokine,-1
PMC2118518,37,33,IFN-γ,102,99,Th17,9066,539218,41,69,inducing_cytokine,-1
PMC2943538,7,3,IL-21,63,60,TH17,6108,301849,32,35,secreted_cytokine,-1
PMC2943538,7,3,IL-21,63,60,TH17,6108,301849,32,35,inducing_cytokine,-1
PMC3066125,35,31,IL-13,2,0,Th2,32962,141432,22,182,secreted_cytokine,1
PMC3066125,35,31,IL-13,2,0,Th2,32962,141432,22,182,inducing_cytokine,-1
PMC5940735,201,198,Ccl5,45,43,Th2,7942,22188,82,46,secreted_cytokine,-1
PMC5940735,201,198,Ccl5,45,43,Th2,7942,22188,82,46,inducing_cytokine,-1
PMC2193042,102,98,IL-12,140,138,Th1,25695,501485,54,139,inducing_cytokine,1
PMC2193042,102,98,IL-12,140,138,Th1,25695,501485,54,139,secreted_cytokine,-1
PMC4621946,191,188,CCR9,257,255,Th2,11076,701210,97,48,secreted_cytokine,-1
PMC4621946,191,188,CCR9,257,255,Th2,11076,701210,97,48,inducing_cytokine,-1
PMC4294325,4,0,IP-10,68,64,Tregs,22250,249088,60,150,secreted_cytokine,-1
PMC4294325,4,0,IP-10,68,64,Tregs,22250,249088,60,150,inducing_cytokine,-1
PMC2373838,166,163,TL1A,185,182,Th17,35907,782249,38,230,inducing_cytokine,1
PMC2373838,166,163,TL1A,185,182,Th17,35907,782249,38,230,secreted_cytokine,-1
PMC4138111,168,164,G-CSF,111,109,Th1,21124,391648,45,181,secreted_cytokine,-1
PMC4138111,168,164,G-CSF,111,109,Th1,21124,391648,45,181,inducing_cytokine,-1
PMC3125210,89,87,C-C,138,117,Cytotoxic T-lymphocyte,30925,338329,282,184,secreted_cytokine,-1
PMC3125210,89,87,C-C,138,117,Cytotoxic T-lymphocyte,30925,338329,282,184,inducing_cytokine,-1
PMC3236218,186,182,IL-13,22,19,iNKT,3267,370163,65,19,secreted_cytokine,1
PMC3236218,186,182,IL-13,22,19,iNKT,3267,370163,65,19,inducing_cytokine,-1
PMC4688084,207,202,IL-17F,154,151,Th17,11658,196491,67,71,secreted_cytokine,-1
PMC4688084,207,202,IL-17F,154,151,Th17,11658,196491,67,71,inducing_cytokine,-1
PMC2585846,124,120,IFN-γ,143,141,Th1,12756,555471,27,80,secreted_cytokine,-1
PMC2585846,124,120,IFN-γ,143,141,Th1,12756,555471,27,80,inducing_cytokine,-1
PMC3873420,391,388,IL-6,208,206,Th0,25101,705413,128,152,secreted_cytokine,-1
PMC3873420,391,388,IL-6,208,206,Th0,25101,705413,128,152,inducing_cytokine,-1
PMC3266900,235,230,IL-17A,188,186,NKT,2966,552091,43,21,secreted_cytokine,1
PMC3266900,235,230,IL-17A,188,186,NKT,2966,552091,43,21,inducing_cytokine,-1
PMC5563507,97,94,IL-2,22,20,Th2,59121,714944,40,379,secreted_cytokine,-1
PMC5563507,97,94,IL-2,22,20,Th2,59121,714944,40,379,inducing_cytokine,-1
PMC4510669,115,103,interleukin-4,205,194,T-regulatory,35777,717165,30,137,secreted_cytokine,1
PMC4510669,115,103,interleukin-4,205,194,T-regulatory,35777,717165,30,137,inducing_cytokine,-1
PMC2373838,86,84,DR3,245,242,Th17,10028,782082,49,63,secreted_cytokine,-1
PMC2373838,86,84,DR3,245,242,Th17,10028,782082,49,63,inducing_cytokine,-1
PMC4637034,196,192,IL-17,203,201,γδT,16112,777424,45,94,secreted_cytokine,1
PMC4637034,196,192,IL-17,203,201,γδT,16112,777424,45,94,inducing_cytokine,-1
PMC3130192,345,341,IL-1β,165,163,TH2,10266,16451,93,49,secreted_cytokine,-1
PMC3130192,345,341,IL-1β,165,163,TH2,10266,16451,93,49,inducing_cytokine,-1
PMC4491892,115,112,IFNγ,11,8,Th17,11879,315719,34,74,secreted_cytokine,-1
PMC4491892,115,112,IFNγ,11,8,Th17,11879,315719,34,74,inducing_cytokine,-1
PMC4980454,186,183,Ifng,83,80,Th17,12594,718976,51,80,secreted_cytokine,-1
PMC4980454,186,183,Ifng,83,80,Th17,12594,718976,51,80,inducing_cytokine,-1
PMC3092354,61,57,IFN-γ,160,158,Th1,43158,396781,34,283,secreted_cytokine,-1
PMC3092354,61,57,IFN-γ,160,158,Th1,43158,396781,34,283,inducing_cytokine,-1
PMC4717187,157,153,IL-15,235,232,IELs,13267,610394,61,69,secreted_cytokine,-1
PMC4717187,157,153,IL-15,235,232,IELs,13267,610394,61,69,inducing_cytokine,-1
PMC6089340,258,255,TGFB,11,9,Th0,24693,690575,81,147,secreted_cytokine,-1
PMC6089340,258,255,TGFB,11,9,Th0,24693,690575,81,147,inducing_cytokine,-1
PMC3042606,93,90,IL-4,69,67,Th2,8861,396414,22,52,secreted_cytokine,1
PMC3042606,93,90,IL-4,69,67,Th2,8861,396414,22,52,inducing_cytokine,-1
PMC6197437,118,115,CCR6,275,273,Th2,33663,484848,103,228,secreted_cytokine,-1
PMC6197437,118,115,CCR6,275,273,Th2,33663,484848,103,228,inducing_cytokine,-1
PMC2880258,716,712,IL-21,353,350,Th17,2107,716975,189,10,secreted_cytokine,-1
PMC2880258,716,712,IL-21,353,350,Th17,2107,716975,189,10,inducing_cytokine,-1
PMC6170619,183,179,IL-21,60,58,Tfh,31515,707,55,204,secreted_cytokine,-1
PMC6170619,183,179,IL-21,60,58,Tfh,31515,707,55,204,inducing_cytokine,-1
PMC6054970,10,0,CD40 ligand,35,33,Tfh,3080,763758,22,21,secreted_cytokine,1
PMC6054970,10,0,CD40 ligand,35,33,Tfh,3080,763758,22,21,inducing_cytokine,-1
PMC4670260,224,220,IL-10,182,179,Th17,28680,342127,45,199,secreted_cytokine,1
PMC4670260,224,220,IL-10,182,179,Th17,28680,342127,45,199,inducing_cytokine,-1
PMC3120670,2,0,LAP,43,40,Th17,17462,776930,8,107,secreted_cytokine,-1
PMC3120670,2,0,LAP,43,40,Th17,17462,776930,8,107,inducing_cytokine,-1
PMC4203961,202,199,IL-6,142,140,Th1,4047,523075,44,39,secreted_cytokine,-1
PMC4203961,202,199,IL-6,142,140,Th1,4047,523075,44,39,inducing_cytokine,-1
PMC4337607,109,105,TGF-β,134,132,TH1,15574,764756,70,80,secreted_cytokine,-1
PMC4337607,109,105,TGF-β,134,132,TH1,15574,764756,70,80,inducing_cytokine,-1
PMC5466736,10,5,GM-CSF,24,20,Tregs,43984,791060,26,262,inducing_cytokine,1
PMC5466736,10,5,GM-CSF,24,20,Tregs,43984,791060,26,262,secreted_cytokine,-1
PMC6185962,55,52,IL-5,157,155,Th2,18165,525956,33,119,secreted_cytokine,-1
PMC6185962,55,52,IL-5,157,155,Th2,18165,525956,33,119,inducing_cytokine,-1
PMC5346883,2631,2628,IL2R,3174,3172,Th1,52507,556469,1397,241,secreted_cytokine,-1
PMC5346883,2631,2628,IL2R,3174,3172,Th1,52507,556469,1397,241,inducing_cytokine,-1
PMC5566620,163,159,IFN-γ,74,72,TCM,13800,329571,54,97,secreted_cytokine,-1
PMC5566620,163,159,IFN-γ,74,72,TCM,13800,329571,54,97,inducing_cytokine,-1
PMC5482062,138,134,IL-10,105,94,regulatory T,12972,701046,43,65,secreted_cytokine,-1
PMC5482062,138,134,IL-10,105,94,regulatory T,12972,701046,43,65,inducing_cytokine,-1
PMC6374440,4,0,IL-21,91,89,Tfh,26668,711456,21,190,inducing_cytokine,1
PMC6374440,4,0,IL-21,91,89,Tfh,26668,711456,21,190,secreted_cytokine,-1
PMC6459942,110,106,IFN-γ,203,201,Th1,37951,708619,42,206,secreted_cytokine,-1
PMC6459942,110,106,IFN-γ,203,201,Th1,37951,708619,42,206,inducing_cytokine,-1
PMC5347138,239,228,interferon-γ,288,281,helper T,2282,191546,57,13,secreted_cytokine,-1
PMC5347138,239,228,interferon-γ,288,281,helper T,2282,191546,57,13,inducing_cytokine,-1
PMC2118525,239,235,IFN-γ,140,137,Th17,21057,353154,76,129,secreted_cytokine,-1
PMC2118525,239,235,IFN-γ,140,137,Th17,21057,353154,76,129,inducing_cytokine,-1
PMC4594679,105,101,IL-12,118,111,T-helper,27473,536663,64,170,secreted_cytokine,-1
PMC4594679,105,101,IL-12,118,111,T-helper,27473,536663,64,170,inducing_cytokine,-1
PMC5614937,2247,2243,IFN-γ,1807,1798,Type I NKT,26728,501275,846,155,secreted_cytokine,-1
PMC5614937,2247,2243,IFN-γ,1807,1798,Type I NKT,26728,501275,846,155,inducing_cytokine,-1
PMC5696328,54,49,IL-17A,18,15,TH17,18496,640446,36,103,secreted_cytokine,1
PMC5696328,54,49,IL-17A,18,15,TH17,18496,640446,36,103,inducing_cytokine,-1
PMC3035001,42,38,IFN-γ,3,0,CTLs,5450,136451,21,36,secreted_cytokine,1
PMC3035001,42,38,IFN-γ,3,0,CTLs,5450,136451,21,36,inducing_cytokine,-1
PMC2658739,121,117,TGF-β,158,155,Th17,30905,535420,33,220,inducing_cytokine,1
PMC2658739,121,117,TGF-β,158,155,Th17,30905,535420,33,220,secreted_cytokine,-1
PMC5614937,2994,2990,IFN-γ,3731,3729,NKT,26728,501275,846,155,secreted_cytokine,-1
PMC5614937,2994,2990,IFN-γ,3731,3729,NKT,26728,501275,846,155,inducing_cytokine,-1
PMC3179723,1702,1693,pitrakinra,368,366,Th2,16045,537429,539,78,secreted_cytokine,-1
PMC3179723,1702,1693,pitrakinra,368,366,Th2,16045,537429,539,78,inducing_cytokine,-1
PMC5979935,18,0,Interleukin (IL)-17,46,43,Th17,5274,74949,20,34,secreted_cytokine,1
PMC5979935,18,0,Interleukin (IL)-17,46,43,Th17,5274,74949,20,34,inducing_cytokine,-1
PMC4720151,65,61,IL-21,29,22,T-helper,2531,163047,75,14,secreted_cytokine,1
PMC4720151,65,61,IL-21,29,22,T-helper,2531,163047,75,14,inducing_cytokine,-1
PMC2757885,190,187,IL-7,88,77,naive CD8+ T,1500,4495,45,9,secreted_cytokine,-1
PMC2757885,190,187,IL-7,88,77,naive CD8+ T,1500,4495,45,9,inducing_cytokine,-1
PMC5131435,121,116,killer,221,219,Th1,15995,535700,49,92,secreted_cytokine,-1
PMC5131435,121,116,killer,221,219,Th1,15995,535700,49,92,inducing_cytokine,-1
PMC5046048,230,226,IL-17,24,21,Th17,2945,196574,43,17,secreted_cytokine,-1
PMC5046048,230,226,IL-17,24,21,Th17,2945,196574,43,17,inducing_cytokine,-1
PMC4620557,175,170,Tnfsf8,55,53,TH1,13340,787398,38,73,secreted_cytokine,-1
PMC4620557,175,170,Tnfsf8,55,53,TH1,13340,787398,38,73,inducing_cytokine,-1
PMC4832484,168,165,IL-4,246,244,Th2,17034,551426,66,106,secreted_cytokine,-1
PMC4832484,168,165,IL-4,246,244,Th2,17034,551426,66,106,inducing_cytokine,-1
PMC4459100,81,77,IL-13,101,99,TH2,115823,544966,31,741,secreted_cytokine,-1
PMC4459100,81,77,IL-13,101,99,TH2,115823,544966,31,741,inducing_cytokine,-1
PMC4928347,469,454,gamma interferon,811,810,Th,46505,160942,168,287,secreted_cytokine,-1
PMC4928347,469,454,gamma interferon,811,810,Th,46505,160942,168,287,inducing_cytokine,-1
PMC4731778,29,25,IL-33,127,125,Th1,15363,704300,29,102,secreted_cytokine,-1
PMC4731778,29,25,IL-33,127,125,Th1,15363,704300,29,102,inducing_cytokine,-1
PMC3986944,77,73,IL-10,366,357,effector T,42098,465450,63,193,secreted_cytokine,-1
